patent_id,title,top_keywords,top_keyword_scores,title_top_keywords
2023-0392611,FAN ASSEMBLY,fan body; rotation; fan; nozzle body; retaining; fan assembly fan; assembly fan; nozzle; driven; fan assembly,0.2411; 0.1425; 0.1397; 0.1345; 0.1345; 0.1328; 0.1322; 0.1314; 0.1256; 0.1243,fan assembly; fan; assembly
2023-0395861,METHOD FOR MAKING MAGNESIUM SALT ELECTROLYTE AND ELECTROLYTE,thiol amine; amine; alcohol thiol amine; alcohol thiol; alcohol; thiol; electrolyte; reaction; making; formula,0.2595; 0.2595; 0.2595; 0.2595; 0.2595; 0.2595; 0.2533; 0.2333; 0.2048; 0.2006,electrolyte; magnesium; making
2023-0380564,HAIRCARE APPLIANCE,circuitry; heater housing; cable; heater; electronic component; housing heater; housing; wire; heater assembly; engaged,0.3262; 0.2866; 0.2484; 0.2047; 0.2034; 0.2034; 0.1932; 0.1794; 0.1708; 0.1685,haircare; haircare appliance; appliance
2023-0380565,HAIRCARE APPLIANCE,airflow discharged; indicator; clockwise; clockwise direction; discharged; visual; direction; state; haircare appliance; haircare,0.3360; 0.3129; 0.3129; 0.3129; 0.2799; 0.2558; 0.2263; 0.2167; 0.1894; 0.1894,haircare; haircare appliance; appliance
2023-0380567,DIFFUSER,projections; projections arranged; grille; arranged emit air; emit air; central; towards central; arranged emit; air outlets; emitting part airflow,0.2959; 0.2941; 0.2642; 0.2172; 0.2085; 0.2077; 0.1908; 0.1828; 0.1818; 0.1795,diffuser
2023-0383758,NOZZLE FOR A FAN ASSEMBLY,air outlet air; adjust size; adjust size air; size air outlet; outlet air outlet; outlet air; convergent; size air; valve; adjust,0.1982; 0.1952; 0.1952; 0.1952; 0.1933; 0.1901; 0.1853; 0.1853; 0.1701; 0.1671,nozzle fan; nozzle; fan assembly; fan; assembly
2023-0387838,METHOD OF CONTROLLING A BRUSHLESS PERMANENT-MAGNET MOTOR,time window; window; phase winding; phase; value indicative; amplitude; voltage phase winding; voltage phase; controlling brushless permanent-magnet; brushless permanent-magnet,0.2450; 0.2450; 0.2132; 0.2011; 0.1976; 0.1976; 0.1912; 0.1860; 0.1743; 0.1713,brushless permanent-magnet; controlling brushless; permanent-magnet; permanent-magnet motor; controlling; brushless; motor
2023-0375224,HEATER ASSEMBLY,heater element; cut-outs; electrical path; air flow path; heater; sheet air; defined cut-outs; having electrical; extending cut-outs; element positioned flow,0.2011; 0.1955; 0.1955; 0.1490; 0.1473; 0.1387; 0.1387; 0.1387; 0.1387; 0.1387,heater assembly; heater; assembly
2023-0363509,HEATER ASSEMBLY,heater element; cut-outs; heater; air flow path; heater assembly; having electrical; cut-outs sheet; defined cut-outs; electrical path; cut-outs sheet air,0.1967; 0.1912; 0.1506; 0.1457; 0.1412; 0.1356; 0.1356; 0.1356; 0.1356; 0.1356,heater assembly; heater; assembly
2023-0365428,COMPOUND,equal; equal greater; equal greater equal; greater equal less; greater equal; equal less; compound; equal less equal; less equal greater; less equal,0.2977; 0.2682; 0.2682; 0.2444; 0.2444; 0.2444; 0.2363; 0.2164; 0.2164; 0.2104,compound
2023-0369999,METHOD OF CONTROLLING A BRUSHLESS PERMANENT-MAGNET MOTOR,times; average; amplitude; window; time window; peak; phase winding; time; magnitude; phase,0.2306; 0.2109; 0.2019; 0.2019; 0.2019; 0.1953; 0.1922; 0.1873; 0.1854; 0.1812,brushless permanent-magnet; controlling brushless; permanent-magnet; permanent-magnet motor; controlling; brushless; motor
2023-0355053,SUCTION TOOL,auxiliary; communication outlet; suction tool; fluid communication outlet; main suction; suction; passage; inlet fluid; fluid communication; configuration,0.3413; 0.2422; 0.2422; 0.2422; 0.2343; 0.2157; 0.2045; 0.1688; 0.1656; 0.1568,suction; tool
2023-0346175,VACUUM CLEANING APPLIANCE,filter assembly; along longitudinal axis; along longitudinal; connected body; longitudinal axis; longitudinal; filter; handle; vacuum cleaning appliance; bore,0.2141; 0.1883; 0.1836; 0.1836; 0.1773; 0.1700; 0.1637; 0.1559; 0.1537; 0.1479,vacuum cleaning; cleaning appliance; cleaning; vacuum; appliance
2023-0346179,CLEANER HEAD FOR A VACUUM CLEANING APPLIANCE,suction chamber suction; chamber suction; suction chamber; axis perpendicular; rotatable relative housing; relative housing; suction; suction inlet; perpendicular; head vacuum cleaning,0.2447; 0.2447; 0.2277; 0.2149; 0.2149; 0.1932; 0.1914; 0.1862; 0.1832; 0.1715,head vacuum; vacuum cleaning; cleaner head; head; cleaning appliance; cleaning; vacuum; cleaner; appliance
2023-0346180,CLEANER HEAD FOR A VACUUM CLEANING APPLIANCE,suction chamber; agitator rear; rear agitator; front agitator; agitator rear agitator; front agitator rear; suction; agitator; baffle; entrained,0.2391; 0.1997; 0.1997; 0.1997; 0.1997; 0.1997; 0.1742; 0.1721; 0.1710; 0.1687,head vacuum; vacuum cleaning; cleaner head; head; cleaning appliance; cleaning; vacuum; cleaner; appliance
2023-0352270,METHOD AND APPARATUS FOR USE IN GENERATING PLASMA,antenna; plasma; process chamber; plasma generation; generate plasma; generation; process; region; surround; arranged driven,0.3986; 0.3803; 0.3097; 0.2351; 0.2295; 0.2130; 0.2093; 0.1519; 0.1476; 0.1476,generating plasma; generating; plasma
2023-0337804,HAIRSTYLING DEVICE,hairstyling; classification; sensor output; classification data; algorithm; classification algorithm; hairstyling controller; hairstyling hairstyling; sensor equipment; sensor,0.2964; 0.2402; 0.2245; 0.1812; 0.1705; 0.1705; 0.1664; 0.1664; 0.1629; 0.1622,hairstyling
2023-0337875,SELF-CLEANING VACUUM CLEANER,floor care; decontamination; care; care floor; decontamination program; care floor care; floor care floor; program; floor; mode,0.2544; 0.1751; 0.1747; 0.1650; 0.1650; 0.1650; 0.1650; 0.1534; 0.1436; 0.1231,self-cleaning vacuum; self-cleaning; vacuum cleaner; vacuum; cleaner
2023-0337879,DIRT SEPARATOR FOR A VACUUM CLEANER,disc; dirt-laden fluid enters; dirt-laden fluid; cleansed; cleansed fluid; fluid enters; dirt-laden; dirt separator vacuum; separator vacuum cleaner; separator vacuum,0.1765; 0.1765; 0.1743; 0.1743; 0.1743; 0.1686; 0.1609; 0.1596; 0.1596; 0.1570,separator vacuum; dirt separator; dirt; separator; vacuum cleaner; vacuum; cleaner
2023-0329413,HAIRCARE APPLIANCE,heater housing; circuitry; heater; housing airflow; housing heater; airflow generator; control circuitry; wire; housing; generator,0.3776; 0.3113; 0.2432; 0.2290; 0.2290; 0.2274; 0.2216; 0.2020; 0.1997; 0.1996,haircare; haircare appliance; appliance
2023-0329414,HAIRCARE APPLIANCE,configuration airflow; cross-sectional area; cross-sectional; airflow aperture; aperture; area; haircare; haircare appliance; configuration; area greater,0.2624; 0.2539; 0.2514; 0.2469; 0.2444; 0.2138; 0.1969; 0.1969; 0.1699; 0.1550,haircare; haircare appliance; appliance
2023-0330285,SELF-CLEANING DOMESTIC APPLIANCE,domestic appliance; domestic; light; light source; domestic appliance provided; nozzle domestic appliance; expel compressed; compressed air; compress incoming; nozzle domestic,0.1726; 0.1613; 0.1448; 0.1343; 0.1131; 0.1131; 0.1131; 0.1131; 0.1131; 0.1131,self-cleaning domestic; self-cleaning; domestic appliance; domestic; appliance
2023-0330293,SELF-CLEANING VACUUM CLEANER,floor care; care; decontamination; care floor; floor care floor; decontamination program; care floor care; floor; program; mode,0.2765; 0.1899; 0.1780; 0.1677; 0.1677; 0.1677; 0.1677; 0.1562; 0.1558; 0.1251,self-cleaning vacuum; self-cleaning; vacuum cleaner; vacuum; cleaner
2023-0337334,RESISTIVE LIQUID HEATER,electrodes; pairs; electrode; liquid; switches; input terminals; terminals; total; liquid heater; electrodes input,0.1866; 0.1744; 0.1717; 0.1704; 0.1653; 0.1595; 0.1552; 0.1532; 0.1532; 0.1532,resistive; liquid; resistive liquid; liquid heater; heater
2023-0321290,SELF-CLEANING DOMESTIC APPLIANCE,domestic appliance; nozzle domestic; nozzle domestic appliance; domestic; light; light source; nozzle; compressed air; compressor compress; self-cleaning domestic,0.1829; 0.1785; 0.1785; 0.1710; 0.1350; 0.1252; 0.1152; 0.1054; 0.1054; 0.1054,self-cleaning domestic; self-cleaning; domestic appliance; domestic; appliance
2023-0327587,METHOD OF DETERMINING A POSITION OF A ROTOR OF A BRUSHLESS PERMANENT MAGNET MOTOR,phase; induced phase winding; induced; emf induced; emf induced phase; induced phase; back emf induced; phase winding; back emf; emf,0.1943; 0.1917; 0.1917; 0.1917; 0.1917; 0.1917; 0.1917; 0.1825; 0.1548; 0.1548,determining position; rotor brushless; position rotor; permanent; permanent magnet; magnet motor; brushless permanent; position; determining; magnet
2023-0309674,HAIRSTYLING DEVICE,tress; hair contact; end tress; hairstyling; contact; along tress; tress end; tress end tress; hair-contactable surface; hair-contactable,0.2665; 0.2526; 0.2491; 0.2159; 0.1926; 0.1768; 0.1768; 0.1768; 0.1710; 0.1710,hairstyling
2023-0311054,AIR TREATMENT DEVICE,contaminants; photocatalytic; photocatalytic degradation; degradation; arranged airflow; photocatalytic reactor; photo-catalyst; sources; light sources; reactor,0.3021; 0.2922; 0.2143; 0.2143; 0.2074; 0.2074; 0.2074; 0.1969; 0.1969; 0.1969,air treatment; treatment; air
2023-0304141,"METHOD OF FORMING A CATHODE LAYER, METHOD OF FORMING A BATTERY HALF CELL",forming; layer cathode; cathode; targets; layer; plasma; voltage applied; sputtering; half; sputter targets,0.2579; 0.2496; 0.2268; 0.2128; 0.2013; 0.1893; 0.1474; 0.1474; 0.1474; 0.1474,forming; forming battery; layer forming; half; half cell; battery half; layer; cell; cathode; battery
2023-0306705,METHOD AND APPARATUS FOR PROVIDING FEEDBACK TO A USER INPUT,user input; feedback; data representing; representing; data; input; position within; space; obtaining; information,0.3580; 0.2879; 0.2786; 0.2588; 0.2313; 0.2306; 0.2186; 0.2145; 0.2088; 0.1899,providing
2023-0292901,HAIRSTYLING DEVICE,hairstyling; hair-contactable; hair-contactable surface; damage; hair contact; via hair-contactable surface; via hair-contactable; heating hair; calculated; parameters,0.2458; 0.2207; 0.2207; 0.2012; 0.1977; 0.1781; 0.1781; 0.1732; 0.1732; 0.1655,hairstyling
2023-0292902,HAIRSTYLING DEVICE,state; hair contact; hairstyling; change; pre-determined; contact; hair; operating; heat; executed,0.2706; 0.2412; 0.2412; 0.2197; 0.1946; 0.1840; 0.1809; 0.1566; 0.1394; 0.1327,hairstyling
2023-0292903,HAIRSTYLING DEVICE,hair contact; hairstyling; contact; tress; end tress; hair-contactable; hair-contactable surface; imu; hair; speed,0.2505; 0.2341; 0.1910; 0.1883; 0.1753; 0.1696; 0.1696; 0.1649; 0.1557; 0.1178,hairstyling
2023-0291044,SOLID STATE THIN FILM BATTERY AND METHOD OF MANUFACTURE,current collector; solid state; solid; collector; deformation; rest; thin film battery; film battery; properties; thin film,0.2750; 0.2644; 0.2385; 0.2346; 0.2323; 0.2247; 0.2247; 0.2247; 0.2186; 0.2186,film; solid; state; solid state; manufacture; battery
2023-0270222,HAIRSTYLING DEVICE,hairstyling; sensor output; damage; hairstyling hairstyling; sensor equipment; parameters; sensor; equipment; dependent; output,0.3267; 0.2475; 0.2182; 0.1834; 0.1795; 0.1795; 0.1788; 0.1730; 0.1632; 0.1612,hairstyling
2023-0263347,VACUUM CLEANER,sensor signals; vacuum cleaner actively; actively; cleaner actively; proximity; signals dependent; generate sensor signals; signals; whether; sensor,0.2130; 0.1983; 0.1983; 0.1983; 0.1919; 0.1821; 0.1718; 0.1692; 0.1691; 0.1624,vacuum cleaner; vacuum; cleaner
2023-0263354,VACUUM CLEANER,sensor signals; cleaner actively; actively; vacuum cleaner actively; signals based sensed; sensor signals based; signals based; based sensed; generate sensor signals; signals,0.1948; 0.1814; 0.1814; 0.1814; 0.1666; 0.1666; 0.1666; 0.1599; 0.1572; 0.1547,vacuum cleaner; vacuum; cleaner
2023-0263355,VACUUM CLEANER,output signal; signals; sensor signals; control signals; vacuum motor; module; generate; process; signal; deactivate,0.2687; 0.2606; 0.2328; 0.2225; 0.1970; 0.1873; 0.1820; 0.1816; 0.1661; 0.1587,vacuum cleaner; vacuum; cleaner
2023-0266186,TORQUE SENSOR ELEMENT AND TORQUE SENSOR,torque; sensor element; joint; frame; frame inner; applied; relative rotation; inner; members; connecting,0.3541; 0.2784; 0.2389; 0.2316; 0.2310; 0.2287; 0.2193; 0.2168; 0.2049; 0.2012,sensor; element
2023-0255421,VACUUM CLEANER,activity; type cleaning; cleaning activity; user vacuum; user vacuum cleaner; type cleaning activity; sensor signals; sensor; signals; type,0.2053; 0.2053; 0.2053; 0.2053; 0.2053; 0.2053; 0.1779; 0.1478; 0.1413; 0.1343,vacuum cleaner; vacuum; cleaner
2023-0255422,VACUUM CLEANER,sensor signals; generated sensor; generated sensor signals; type; determined type; signals; sensor; generated; vacuum motor; determined,0.2798; 0.2460; 0.2460; 0.2309; 0.2291; 0.2222; 0.1876; 0.1755; 0.1679; 0.1641,vacuum cleaner; vacuum; cleaner
2023-0255423,VACUUM CLEANER,sensor signals; signals based; sensor signals based; signals based sensed; based sensed; generate sensor signals; signals; sensor; sensed; generate sensor,0.2117; 0.1810; 0.1810; 0.1810; 0.1738; 0.1708; 0.1681; 0.1614; 0.1611; 0.1573,vacuum cleaner; vacuum; cleaner
2023-0255425,VACUUM CLEANER,cleaning activity; activity; type cleaning; type cleaning activity; sensor signals; vacuum motor; sensor; signals; type; vacuum cleaner vacuum,0.2020; 0.2020; 0.2020; 0.2020; 0.1750; 0.1480; 0.1454; 0.1390; 0.1321; 0.1301,vacuum cleaner; vacuum; cleaner
2023-0248197,VACUUM CLEANER,type cleaning; activity; type cleaning activity; cleaning activity; sensor signals; vacuum motor; sensor; signals; type; cleaner vacuum,0.1997; 0.1997; 0.1997; 0.1997; 0.1730; 0.1464; 0.1438; 0.1374; 0.1306; 0.1286,vacuum cleaner; vacuum; cleaner
2023-0248198,VACUUM CLEANER,vacuum motor; cleaner actively; actively; user input; vacuum cleaner actively; activation; user response; sensor signals; sensor; vacuum,0.1977; 0.1913; 0.1913; 0.1913; 0.1913; 0.1913; 0.1851; 0.1658; 0.1378; 0.1342,vacuum cleaner; vacuum; cleaner
2023-0243552,RESISTIVE LIQUID HEATER,bridge; node; electrodes; liquid; switches; input terminals; arm; terminals; liquid heater; pairs,0.2769; 0.1950; 0.1792; 0.1750; 0.1698; 0.1638; 0.1620; 0.1594; 0.1574; 0.1445,resistive; liquid; resistive liquid; liquid heater; heater
2023-0246434,PROTECTION CIRCUIT FOR AN ELECTRICAL APPLIANCE,protection; comparator; control signal; signal; enable; state; control power; circuit; module; associated,0.2796; 0.2631; 0.2568; 0.2300; 0.2286; 0.2202; 0.2183; 0.2019; 0.1949; 0.1628,electrical appliance; protection; circuit; electrical; appliance
2023-0220539,METHOD OF DEPOSITING A MATERIAL,sputtered; sputtered material; sputter; depositing; plasma; target; substrate; material; electronic component; crystalline layer,0.2654; 0.2654; 0.2306; 0.2306; 0.2139; 0.2036; 0.1896; 0.1862; 0.1666; 0.1666,depositing; depositing material; material
2023-0221037,RESISTIVE LIQUID HEATER,liquid; liquid heater; switches; voltage having; electrodes; control unit; input terminals; terminals; power supply; frequency,0.1981; 0.1781; 0.1690; 0.1676; 0.1631; 0.1543; 0.1496; 0.1456; 0.1438; 0.1421,resistive; liquid; resistive liquid; liquid heater; heater
2023-0201411,PHOTOCATALYTIC AIR TREATMENT,surface inner surface; inner surface inner; surface inner; inner surface; inner; photocatalytic; contaminants; photo-catalyst; reaction; profile,0.3214; 0.3214; 0.3109; 0.3034; 0.2241; 0.2215; 0.1847; 0.1787; 0.1661; 0.1474,photocatalytic; photocatalytic air; air treatment; treatment; air
2023-0201756,PHOTOCATALYTIC AIR TREATMENT,photocatalytic; board; circuit board; contaminants; degradation; photocatalytic degradation; photocatalytic reactor; reactor; circuit; substrate,0.3382; 0.2874; 0.2874; 0.2268; 0.2268; 0.2268; 0.2195; 0.2083; 0.2030; 0.1524,photocatalytic; photocatalytic air; air treatment; treatment; air
2023-0201769,PHOTOCATALYTIC AIR TREATMENT,fins; point; photocatalytic; photo-catalyst; set; tip; line; reaction; directed; light source,0.3206; 0.3027; 0.2274; 0.2274; 0.2227; 0.2212; 0.2159; 0.2114; 0.1947; 0.1650,photocatalytic; photocatalytic air; air treatment; treatment; air
2023-0209237,HEADGEAR HAVING AN AIR PURIFIER,control unit; microphone; air purifier; purifier; headgear; magnitude; described air; unit; unit control unit; unit control,0.3397; 0.3163; 0.2733; 0.2733; 0.2697; 0.2554; 0.1868; 0.1866; 0.1807; 0.1807,headgear having; having air; headgear; having; purifier; air purifier; air
2023-0209243,HEADBAND FOR A WEARABLE ELECTRONIC DEVICE,electronic; central; wearable; end; battery; end central; end portions; disposed end; extension; adjusting,0.3474; 0.3143; 0.3101; 0.2984; 0.2799; 0.2627; 0.2627; 0.2542; 0.2413; 0.2207,headband wearable; headband; wearable electronic; electronic; wearable
2023-0191168,WEARABLE AIR PURIFIER,end section; nozzle assembly; air purifier assembly; purifier assembly; purifier; air purifier; headgear; assembly nozzle assembly; connected headgear; section connected,0.2413; 0.2091; 0.1997; 0.1997; 0.1839; 0.1839; 0.1809; 0.1656; 0.1611; 0.1611,wearable air; wearable; purifier; air purifier; air
2023-0180920,BRUSH,carrier; brush; carrier bristle; through-hole; plurality bristles; projects; bristle; bristles; secured; described,0.4722; 0.4053; 0.3210; 0.3210; 0.2909; 0.2755; 0.2693; 0.2481; 0.2363; 0.1898,brush
2023-0181937,HEADGEAR HAVING AN AIR PURIFIER,microphone; air purifier; purifier; control unit; signal output; headgear; signal; described air; unit; output,0.3860; 0.2942; 0.2942; 0.2942; 0.2415; 0.2335; 0.1693; 0.1618; 0.1616; 0.1569,headgear having; having air; headgear; having; purifier; air purifier; air
2023-0181938,WEARABLE AIR PURIFIER,nozzle assembly; filtered airflow; air purifier assembly; purifier assembly; filtered; purifier; air purifier; headgear; airflow emitted air; purifier assembly air,0.2174; 0.2081; 0.2077; 0.2077; 0.1952; 0.1913; 0.1913; 0.1882; 0.1723; 0.1723,wearable air; wearable; purifier; air purifier; air
